Property URL,MLS ID,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/52-Ridge-Rd-Highland-Mills-NY-10930/31871238_zpid/","","530000","06/11/2024","1720","sqft","308.14","0.65","acres","3","3","52 Ridge Road","Highland Mills","10930","NY","USA"
"https://www.zillow.com/homedetails/665-State-Route-32-Highland-Mills-NY-10930/31871216_zpid/","","650000","06/03/2024","2753","sqft","236.11","2","acres","6","","665 State Route 32","Highland Mills","10930","NY","USA"
"https://www.zillow.com/homedetails/23-Country-Holw-Highland-Mills-NY-10930/53439816_zpid/","","830000","05/16/2024","3964","sqft","209.38","0.8","acres","4","3","23 Country Hollow","Highland Mills","10930","NY","USA"
"https://www.zillow.com/homedetails/25-Westend-Dr-Highland-Mills-NY-10930/31872860_zpid/","","530000","05/09/2024","1974","sqft","268.49","0.46","acres","3","3","25 Westend Dr","Highland Mills","10930","NY","USA"
"https://www.zillow.com/homedetails/44-Country-Holw-Highland-Mills-NY-10930/53439836_zpid/","","691500","05/06/2024","2006","sqft","344.72","1.1","acres","4","3","44 Country Hollow","Highland Mills","10930","NY","USA"
"https://www.zillow.com/homedetails/21-Birchwood-Dr-Highland-Mills-NY-10930/31871609_zpid/","","500000","04/04/2024","2080","sqft","240.38","0.3","acres","5","2","21 Birchwood Drive","Highland Mills","10930","NY","USA"
"https://www.zillow.com/homedetails/49-Pine-Hill-Rd-Highland-Mills-NY-10930/31872079_zpid/","","550000","03/25/2024","2020","sqft","272.28","1.1","acres","4","3","49 Pine Hill Road","Highland Mills","10930","NY","USA"
"https://www.zillow.com/homedetails/160-Mineral-Springs-Rd-Highland-Mills-NY-10930/31810518_zpid/","","530000","03/21/2024","1734","sqft","305.65","0.99","acres","3","3","160 Mineral Springs Road","Highland Mills","10930","NY","USA"
