Property URL,MLS ID,Property type,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/16-Bridge-St-Suffern-NY-10901/53420936_zpid/","","Single Family","515000","04/11/2024","988","sqft","521.26","6534","sqft","3","2","16 Bridge Street","Suffern","10901","NY","USA"
"https://www.zillow.com/homedetails/1-Brook-St-Spring-Valley-NY-10977/53433647_zpid/","","Single Family","615000","04/11/2024","1318","sqft","466.62","4792","sqft","3","2","1 Brook Street","Spring Valley","10977","NY","USA"
"https://www.zillow.com/homedetails/26-Tallman-Ave-Nyack-NY-10960/32384705_zpid/","","Single Family","925000","04/10/2024","2033","sqft","454.99","3920","sqft","3","3","26 Tallman Avenue","Nyack","10960","NY","USA"
"https://www.zillow.com/homedetails/7-Mountainside-Ln-Stony-Pt-NY-10980/32399554_zpid/","","Single Family","540000","04/10/2024","1000","sqft","540","1.22","acres","2","1","7 Mountainside Lane","Stony Pt","10980","NY","USA"
"https://www.zillow.com/homedetails/311-Front-St-Nyack-NY-10960/53391327_zpid/","","Single Family","580000","04/10/2024","1180","sqft","491.53","4792","sqft","2","2","311 Front Street","Nyack","10960","NY","USA"
"https://www.zillow.com/homedetails/295-New-Hempstead-Rd-New-City-NY-10956/53394163_zpid/","","Single Family","610000","04/10/2024","1552","sqft","393.04","1","acres","4","2","295 New Hempstead Road","New City","10956","NY","USA"
"https://www.zillow.com/homedetails/86-W-Clarkstown-Rd-New-City-NY-10956/53394250_zpid/","","Single Family","999000","04/10/2024","4783","sqft","208.86","0.93","acres","7","3","86 W Clarkstown Road","New City","10956","NY","USA"
"https://www.zillow.com/homedetails/36-Johnsons-Ln-New-City-NY-10956/53401773_zpid/","","Single Family","669000","04/10/2024","1879","sqft","356.04","0.41","acres","5","3","36 Johnsons Lane","New City","10956","NY","USA"
"https://www.zillow.com/homedetails/9-Litchult-Ct-Airmont-NY-10901/53428749_zpid/","","Single Family","900000","04/10/2024","2438","sqft","369.16","0.76","acres","4","3","9 Litchult Court","Airmont","10901","NY","USA"
"https://www.zillow.com/homedetails/49-Highlake-Dr-Thiells-NY-10984/32382262_zpid/","","Single Family","600000","04/09/2024","2296","sqft","261.32","0.3","acres","4","3","49 Highlake Drive","Thiells","10984","NY","USA"
"https://www.zillow.com/homedetails/26-Twin-Lakes-Dr-Airmont-NY-10952/53430251_zpid/","","Single Family","865000","04/09/2024","1892","sqft","457.19","0.58","acres","4","3","26 Twin Lakes Drive","Airmont","10952","NY","USA"
"https://www.zillow.com/homedetails/444-Western-Hwy-Orangeburg-NY-10962/32394023_zpid/","","Single Family","474000","04/08/2024","1301","sqft","364.34","0.25","acres","3","2","444 Western Highway","Orangeburg","10962","NY","USA"
"https://www.zillow.com/homedetails/20-Blair-Ct-Tappan-NY-10983/32396174_zpid/","","Single Family","810000","04/08/2024","3262","sqft","248.31","0.3","acres","5","3","20 Blair Court","Tappan","10983","NY","USA"
"https://www.zillow.com/homedetails/6-Millbury-St-Suffern-NY-10901/53421452_zpid/","","Single Family","905000","04/08/2024","2610","sqft","346.74","0.36","acres","4","3","6 Millbury Street","Suffern","10901","NY","USA"
"https://www.zillow.com/homedetails/9-Cara-Dr-Suffern-NY-10901/53422528_zpid/","","Single Family","1400000","04/08/2024","3620","sqft","386.74","0.79","acres","6","3","9 Cara Drive","Suffern","10901","NY","USA"
"https://www.zillow.com/homedetails/7-Marietta-Dr-Pomona-NY-10970/53430856_zpid/","","Single Family","950000","04/08/2024","2156","sqft","440.63","0.78","acres","4","4","7 Marietta Drive","Pomona","10970","NY","USA"
"https://www.zillow.com/homedetails/94-W-Eckerson-Rd-Spring-Valley-NY-10977/53433874_zpid/","","Single Family","775000","04/08/2024","1835","sqft","422.34","6970","sqft","5","2","94 W Eckerson Road","Spring Valley","10977","NY","USA"
"https://www.zillow.com/homedetails/54-Pyngyp-Rd-Stony-Pt-NY-10980/71197852_zpid/","","Single Family","1110000","04/08/2024","4688","sqft","236.77","0.93","acres","5","4","54 Pyngyp Road","Stony Pt","10980","NY","USA"
